event_date,year,assoc_actor_1,assoc_actor_2,admin1,admin2,location,latitude,longitude,source,notes,fatalities,tags
28 June 2020,2020,BLM: Black Lives Matter,,Michigan,Wayne,Detroit,42.3351,-83.0476,Detroit Free Press; Detroit News; KCCI8 News; Local 4 (Detroit),"On 28 June 2020, a police officer drove an SUV through about 300-350 demonstrators in Detroit (Michigan), who were demonstrating in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Several people were knocked down, but no one was seriously injured. Police alleged that about 20-30 demonstrators were showing violent behavior, and that officers received reports of several demonstrators who were armed with hammer. As a back window was broken out, the officers feared they were being attacked according to Detroit Police Chief. The incident is under investigation, but the officers who drove the car remains on duty.",0,car ramming; crowd size=about 300-350
28 June 2020,2020,BLM: Black Lives Matter,,Missouri,St. Louis city,Saint Louis,38.627,-90.1913,5 On Your Side; Fox32; KMOV4; NPR; St. Louis American; St. Louis Post-Dispatch; WIBW-TV13,"On 28 June 2020, about 300 pro-Black Lives Matter demonstrators marched in Saint Louis (Missouri) calling for the mayor to resign. The demonstrators veered onto a private street, leading to a white couple each pulling out a gun and pointing it at the demonstrators. The couple have been charged with the felony of unlawful use of weapon. Nine of the demonstrators were subsequently issued citations for trespassing for marching onto the couple's private property. The demonstrators later shot fireworks at the mayor's house. Three journalists reported that a small group of demonstrators verbally attacked them and pulled out an AK-47.",0,armed; armed presence; crowd size=about 300
26 June 2020,2020,BLM: Black Lives Matter,,Oregon,Multnomah,Portland - North,45.5761,-122.7246,Kokomo Tribune,"On 26 June 2020, several hundred people staged a demonstration in Portland - North(Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. They marched around the city, but the demonstration turned violent when a group of rioters lit fires, looted, and damaged stores in North Portland. They also threw bottles and other items at the Police. Four people were arrested, and several police officers were injured.",0,crowd size=several hundred
23 June 2020,2020,,,Wisconsin,Milwaukee,Milwaukee,43.0384,-87.9057,WISN12; Milwaukee Journal Sentinel,"On 23 June 2020, hundreds gathered in Milwaukee (Wisconsin) near the site of a police investigation into two missing girls at North 40th and West Lloyd Street. The crowd was a mix of neighbours, people expressing frustration with the police, and activists who'd marched in demonstrations earlier that day over racial justice. Violence broke out as people at the scene tried to take the investigation into their own hands by breaking into a residence related to the investigation and others expressed their grievances related to the police. Bricks were thrown at police, a residence and a vehicle were set on fire, and gunshots were reported. At least 3 people were shot, and 7 police officers and 1 firefighter were injured. None of the injuries were life-threatening but three people were hospitalized.",0,crowd size=hundreds
23 June 2020,2020,BLM: Black Lives Matter; DEM: Democratic Party,Civilians (United States); DEM: Democratic Party; Government of the United States (2017-2021); Sole Perpetrator (United States),Wisconsin,Dane,Madison,43.0748,-89.384,ABC7 Chicago; Milwaukee Journal Sentinel; Political Research Associates; Twitter,"On 23 June 2020, around 200-300 people held a march and demonstrated in Madison (Wisconsin) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. During the march a red car sped through a small crowd of demonstrators hitting and injuring one demonstrator. The demonstration turned violent as demonstrators vandalized cars and buildings, destroyed statues, and assaulted a Democratic State Senator. Police used pepper spray to disperse the crowd. On July 27, two women turned themselves in for assaulting the Senator.",0,car ramming; crowd size=around 200-300; local administrators; statue
22 June 2020,2020,BLM: Black Lives Matter,,District of Columbia,District of Columbia,Washington DC - National Mall,38.8875,-77.0364,ABC7 (Washington D.C.); Washington Post; WUSA9,"On 22 June 2020, hundreds of people staged a march in Washington DC - National Mall (District of Columbia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstrators climbed onto the monument of Andrew Jackson in Lafayette Park and attempted to pull it down, smashing parts of the statue. Police forces intervened and forcibly removed the demonstrators, using chemical irritants to disperse crowds and taking people in handcuffs. A helicopter flew close to demonstrators to scare them off. 2 people were arrested, 4 officers were injured, and several demonstrators were hurt.",0,crowd size=hundreds; statue
21 June 2020,2020,BLM: Black Lives Matter,,Ohio,Franklin,Columbus,39.9613,-82.9991,10TV; Columbus Dispatch; ABC6 (Columbus),"On 21 June 2020, about 250 people demonstrated in Columbus (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when a man threw a scooter towards the police. Two arrests were made. Police used tear gas and chemical spray to disperse demonstrators. Both police officers and demonstrators had injuries reported.",0,crowd size=about 250
20 June 2020,2020,BLM: Black Lives Matter,,Oregon,Multnomah,Portland - Downtown,45.5134,-122.6809,KOIN6; Fox12 Oregon,"On 20 June 2020, hundreds of people gathered outside the Justice Centers in Portland - Downtown (Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when rioters began throwing objects at the police. Several arrests were made.",0,crowd size=hundreds
20 June 2020,2020,,Journalists (United States),Georgia,Fulton,Atlanta,33.7559,-84.3898,US Press Freedom Tracker; 11 Alive,"On 20 June 2020, about 500 demonstrators, many of whom were heavily armed, gathered in front of a fast-food restaurant in Atlanta (Georgia) where Rayshard Brooks was shot and killed on 12 June 2020. During the demonstration, shots were fired nearby, and the crowd cleared to about 50 people. It is unclear who fired the shots or if anyone was injured in the incident. The heavily armed group that remained attacked two people in a car along the street - reaching inside the car, slapping the driver, and breaking a window with a rock. The two people in the car were injured. Those in the car were believed to be driving to a second location when the attack began. It is not clear if the assailants were demonstrating beforehand. A journalist who was present was also approached by the armed group and was repeatedly punched in the head after refusing to hand over his phone. The journalist had lacerations and severe bruising on his face and had to have a cut above his eye glued shut.",0,armed; crowd size=about 500
19 June 2020,2020,BLM: Black Lives Matter,,North Carolina,Wake,Raleigh,35.781,-78.6392,WNCT; WXII12,"On 19 June 2020, hundreds of demonstrators had marched through downtown Raleigh (North Carolina) against police brutality and to celebrate Juneteenth. As night fell, they pulled down two statues of Confederate soldiers that were part of a larger obelisk and dragged one of them to the Wake County courthouse.",0,crowd size=hundreds; statue
